id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,nama_rumah_sakit,jenis_rumah_sakit,kelas_rumah_sakit,tahun
198,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM ISLAM BOGOR,RUMAH SAKIT UMUM,C,2019
199,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM PMI BOGOR,RUMAH SAKIT UMUM,B,2019
200,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SALAK,RUMAH SAKIT UMUM,C,2019
201,32,JAWA BARAT,3271,KOTA BOGOR,RS JIWA DR. H. MARZOEKI MAHDI,RUMAH SAKIT KHUSUS JIWA,A,2019
202,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM AZRA,RUMAH SAKIT UMUM,C,2019
203,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM DAERAH KOTA BOGOR,RUMAH SAKIT UMUM,B,2019
204,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM HERMINA BOGOR,RUMAH SAKIT UMUM,B,2019
205,32,JAWA BARAT,3271,KOTA BOGOR,BMC MAYAPADA HOSPITAL,RUMAH SAKIT UMUM,C,2019
206,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MELANIA,RUMAH SAKIT UMUM,C,2019
207,32,JAWA BARAT,3271,KOTA BOGOR,RS BERSALIN PASUTRI,RUMAH SAKIT IBU DAN ANAK,C,2019
208,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MEDIKA DRAMAGA,RUMAH SAKIT UMUM,C,2019
209,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM JULIANA,RUMAH SAKIT UMUM,C,2019
210,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM UMMI,RUMAH SAKIT UMUM,C,2019
211,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK SAWOJAJAR,RUMAH SAKIT IBU DAN ANAK,C,2019
212,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM VANIA,RUMAH SAKIT UMUM,C,2019
213,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM MULIA PAJAJARAN,RUMAH SAKIT UMUM,C,2019
214,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK BUNDA SURYATNI,RUMAH SAKIT IBU DAN ANAK,C,2019
215,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM SILOAM HOSPITALS BOGOR,RUMAH SAKIT UMUM,C,2019
216,32,JAWA BARAT,3271,KOTA BOGOR,RS UMUM BHAYANGKARA TK IV BOGOR,RUMAH SAKIT UMUM,D,2019
217,32,JAWA BARAT,3271,KOTA BOGOR,BOGOR SENIOR HOSPITAL,RUMAH SAKIT UMUM,D,2019
218,32,JAWA BARAT,3271,KOTA BOGOR,RS IBU DAN ANAK NURAIDA,RUMAH SAKIT IBU DAN ANAK,BELUM DITETAPKAN,2019
219,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH R SYAMSUDIN SH,RUMAH SAKIT UMUM,B,2019
220,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM RIDOGALIH,RUMAH SAKIT UMUM,D,2019
221,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM ASSYIFA SUKABUMI,RUMAH SAKIT UMUM,C,2019
222,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM KARTIKA KASIH,RUMAH SAKIT UMUM,D,2019
223,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM BHAYANGKARA SETUKPA LEMDIKPOL,RUMAH SAKIT UMUM,C,2019
224,32,JAWA BARAT,3272,KOTA SUKABUMI,RS UMUM DAERAH AL-MULK,RUMAH SAKIT UMUM,D,2019
225,32,JAWA BARAT,3273,KOTA BANDUNG,RSUP DR. HASAN SADIKIN,RUMAH SAKIT UMUM,A,2019
226,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA BANDUNG CENTRAL,RUMAH SAKIT UMUM,B,2019
227,32,JAWA BARAT,3273,KOTA BANDUNG,RSUD KOTA BANDUNG,RUMAH SAKIT UMUM,B,2019
228,32,JAWA BARAT,3273,KOTA BANDUNG,RS DR. M. SALAMUN,RUMAH SAKIT UMUM,C,2019
229,32,JAWA BARAT,3273,KOTA BANDUNG,RS AL ISLAM,RUMAH SAKIT UMUM,B,2019
230,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. BORROMEUS,RUMAH SAKIT UMUM,C,2019
231,32,JAWA BARAT,3273,KOTA BANDUNG,RS IMMANUEL,RUMAH SAKIT UMUM,B,2019
232,32,JAWA BARAT,3273,KOTA BANDUNG,RS ADVENT,RUMAH SAKIT UMUM,B,2019
233,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA PASTEUR,RUMAH SAKIT UMUM,C,2019
234,32,JAWA BARAT,3273,KOTA BANDUNG,RS SANTOSA KOPO,RUMAH SAKIT UMUM,C,2019
235,32,JAWA BARAT,3273,KOTA BANDUNG,RS BHAYANGKARA SARTIKA ASIH,RUMAH SAKIT UMUM,D,2019
236,32,JAWA BARAT,3273,KOTA BANDUNG,RS MUHAMMADIYAH,RUMAH SAKIT UMUM,C,2019
237,32,JAWA BARAT,3273,KOTA BANDUNG,RS RAJAWALI,RUMAH SAKIT UMUM,B,2019
238,32,JAWA BARAT,3273,KOTA BANDUNG,RS ST. YUSUP,RUMAH SAKIT UMUM,D,2019
239,32,JAWA BARAT,3273,KOTA BANDUNG,RS PINDAD,RUMAH SAKIT UMUM,A,2019
240,32,JAWA BARAT,3273,KOTA BANDUNG,RS KEBONJATI,RUMAH SAKIT UMUM,A,2019
241,32,JAWA BARAT,3273,KOTA BANDUNG,RS MELINDA 2,RUMAH SAKIT UMUM,C,2019
242,32,JAWA BARAT,3273,KOTA BANDUNG,RS HERMINA ARCAMANIK,RUMAH SAKIT UMUM,B,2019
243,32,JAWA BARAT,3273,KOTA BANDUNG,RS SARININGSIH,RUMAH SAKIT UMUM,B,2019
244,32,JAWA BARAT,3273,KOTA BANDUNG,RS BUNGSU,RUMAH SAKIT UMUM,C,2019
245,32,JAWA BARAT,3273,KOTA BANDUNG,RSKIA KOTA BANDUNG,RUMAH SAKIT IBU DAN ANAK,C,2019
246,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA LIMIJATI,RUMAH SAKIT IBU DAN ANAK,A,2019
247,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA MELINDA,RUMAH SAKIT IBU DAN ANAK,A,2019
248,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA HUMANA PRIMA,RUMAH SAKIT IBU DAN ANAK,C,2019
249,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA HARAPAN BUNDA,RUMAH SAKIT IBU DAN ANAK,B,2019
250,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA GRHA BUNDA,RUMAH SAKIT IBU DAN ANAK,C,2019
251,32,JAWA BARAT,3273,KOTA BANDUNG,RSIA AL ISLAM,RUMAH SAKIT IBU DAN ANAK,C,2019
252,32,JAWA BARAT,3273,KOTA BANDUNG,RSKGM KOTA BANDUNG,RUMAH SAKIT KHUSUS GIGI DAN MULUT,C,2019
253,32,JAWA BARAT,3273,KOTA BANDUNG,RSGM UNPAD,RUMAH SAKIT KHUSUS GIGI DAN MULUT,C,2019
254,32,JAWA BARAT,3273,KOTA BANDUNG,RSGM MARANATHA,RUMAH SAKIT KHUSUS GIGI DAN MULUT,B,2019
255,32,JAWA BARAT,3273,KOTA BANDUNG,RS MATA CICENDO,RUMAH SAKIT KHUSUS MATA,B,2019
256,32,JAWA BARAT,3273,KOTA BANDUNG,RS MATA BANDUNG EYE CENTER,RUMAH SAKIT KHUSUS MATA,C,2019
257,32,JAWA BARAT,3273,KOTA BANDUNG,RS PARU DR H A ROTINSULU,RUMAH SAKIT KHUSUS PARU,C,2019
258,32,JAWA BARAT,3273,KOTA BANDUNG,RS BEDAH HALMAHERA,RUMAH SAKIT KHUSUS BEDAH,C,2019
259,32,JAWA BARAT,3273,KOTA BANDUNG,RS GINJAL H A HABIBIE,RUMAH SAKIT KHUSUS GINJAL,C,2019
260,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM DAERAH GUNUNG JATI,RUMAH SAKIT UMUM,B,2019
261,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM TK. III CIREMAI,RUMAH SAKIT UMUM,B,2019
262,32,JAWA BARAT,3274,KOTA CIREBON,RS IBU DAN ANAK PANTI ABDI DHARMA,RUMAH SAKIT IBU DAN ANAK,C,2019
263,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM PELABUHAN CIREBON,RUMAH SAKIT UMUM,C,2019
264,32,JAWA BARAT,3274,KOTA CIREBON,RS IBU DAN ANAK PUTERA BAHAGIA,RUMAH SAKIT UMUM,C,2019
265,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM BUDI LUHUR,RUMAH SAKIT UMUM,BELUM DITETAPKAN,2019
266,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM BUDI ASTA,RUMAH SAKIT UMUM,D,2019
267,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM MUHAMMADIYAH,RUMAH SAKIT UMUM,D,2019
268,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM MEDIMAS,RUMAH SAKIT UMUM,C,2019
269,32,JAWA BARAT,3274,KOTA CIREBON,RS UMUM SUMBER HURIP,RUMAH SAKIT UMUM,D,2019
270,32,JAWA BARAT,3274,KOTA CIREBON,RS IBU DAN ANAK CAHAYA BUNDA,RUMAH SAKIT IBU DAN ANAK,C,2019
271,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM DAERAH DR. CHASBULLAH ABDULMADJID,RUMAH SAKIT UMUM,B,2019
272,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MEKAR SARI BEKASI,RUMAH SAKIT UMUM,C,2019
273,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM BUDI LESTARI,RUMAH SAKIT UMUM,C,2019
274,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM HELSA,RUMAH SAKIT UMUM,C,2019
275,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SETO HASBADI,RUMAH SAKIT UMUM,D,2019
276,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MITRA KELUARGA BEKASI BARAT,RUMAH SAKIT UMUM,B,2019
277,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM HERMINA BEKASI,RUMAH SAKIT UMUM,B,2019
278,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM BHAKTI KARTINI,RUMAH SAKIT UMUM,C,2019
279,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM RAWA LUMBU,RUMAH SAKIT UMUM,C,2019
280,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM BELLA,RUMAH SAKIT UMUM,C,2019
281,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM GRAHA JUANDA,RUMAH SAKIT UMUM,C,2019
282,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ANANDA,RUMAH SAKIT UMUM,B,2019
283,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ANNA MEDIKA,RUMAH SAKIT UMUM,C,2019
284,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM CITRA HARAPAN,RUMAH SAKIT UMUM,C,2019
285,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM JATI SAMPURNA,RUMAH SAKIT UMUM,C,2019
286,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ST ELISABETH,RUMAH SAKIT UMUM,C,2019
287,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ISLAM DR. SUBKI ABDULKADIR,RUMAH SAKIT UMUM,D,2019
288,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SILOAM BEKASI SEPANJANG JAYA,RUMAH SAKIT UMUM,C,2019
289,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM PERMATA CIBUBUR,RUMAH SAKIT UMUM,B,2019
290,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SENTOSA,RUMAH SAKIT UMUM,C,2019
291,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM PERMATA BEKASI,RUMAH SAKIT UMUM,C,2019
292,32,JAWA BARAT,3275,KOTA BEKASI,RS IBU DAN ANAK KARUNIA KASIH,RUMAH SAKIT IBU DAN ANAK,C,2019
293,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MASMITRA,RUMAH SAKIT UMUM,C,2019
294,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM JUWITA,RUMAH SAKIT UMUM,C,2019
295,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MITRA KELUARGA CIBUBUR,RUMAH SAKIT UMUM,C,2019
296,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MITRA KELUARGA BEKASI TIMUR,RUMAH SAKIT UMUM,B,2019
297,32,JAWA BARAT,3275,KOTA BEKASI,RS IBU DAN ANAK SELASIH MEDIKA,RUMAH SAKIT IBU DAN ANAK,C,2019
298,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM AWAL BROS BEKASI,RUMAH SAKIT UMUM,B,2019
299,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM HERMINA GALAXY,RUMAH SAKIT UMUM,C,2019
300,32,JAWA BARAT,3275,KOTA BEKASI,RSIA TAMAN HARAPAN BARU,RUMAH SAKIT IBU DAN ANAK,C,2019
301,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM ANNA MEDIKA,RUMAH SAKIT UMUM,C,2019
302,32,JAWA BARAT,3275,KOTA BEKASI,RS IBU DAN ANAK RINOVA INTAN,RUMAH SAKIT IBU DAN ANAK,C,2019
303,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM TAMAN HARAPAN BARU,RUMAH SAKIT UMUM,C,2019
304,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM KARTIKA HUSADA,RUMAH SAKIT UMUM,C,2019
305,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM CIKUNIR,RUMAH SAKIT UMUM,D,2019
306,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM KARYA MEDIKA BANTAR GEBANG,RUMAH SAKIT UMUM,D,2019
307,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SATRIA MEDIKA,RUMAH SAKIT UMUM,C,2019
308,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM SILOAM BEKASI TIMUR,RUMAH SAKIT UMUM,C,2019
309,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM AWAL BROS BEKASI TIMUR,RUMAH SAKIT UMUM,B,2019
310,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM MUSTIKA MEDIKA BEKASI,RUMAH SAKIT UMUM,D,2019
311,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM OMNI PEKAYON,RUMAH SAKIT UMUM,C,2019
312,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM AWAL BROS BEKASI UTARA,RUMAH SAKIT UMUM,C,2019
313,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM DAERAH JATISAMPURNA,RUMAH SAKIT UMUM,D,2019
314,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM PONDOK GEDE,RUMAH SAKIT UMUM,D,2019
315,32,JAWA BARAT,3275,KOTA BEKASI,RS UMUM DAERAH BANTAR GEBANG,RUMAH SAKIT UMUM,C,2019
316,32,JAWA BARAT,3275,KOTA BEKASI,RS MITRA KELUARGA PRATAMA,RUMAH SAKIT UMUM,D,2019
317,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM HARAPAN DEPOK,RUMAH SAKIT UMUM,D,2019
318,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM BHAKTI YUDHA,RUMAH SAKIT UMUM,C,2019
319,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM TUGU IBU,RUMAH SAKIT UMUM,C,2019
320,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM PURI CINERE,RUMAH SAKIT UMUM,B,2019
321,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM HERMINA DEPOK,RUMAH SAKIT UMUM,B,2019
322,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK TUMBUH KEMBANG,RUMAH SAKIT IBU DAN ANAK,C,2019
323,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM MEILIA,RUMAH SAKIT UMUM,B,2019
324,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM BUNDA MARGONDA,RUMAH SAKIT UMUM,C,2019
325,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM DAERAH KOTA DEPOK,RUMAH SAKIT UMUM,C,2019
326,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM SIMPANGAN DEPOK,RUMAH SAKIT UMUM,D,2019
327,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM HASANAH GRAHA AFIAH,RUMAH SAKIT UMUM,C,2019
328,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM SENTRA MEDIKA,RUMAH SAKIT UMUM,B,2019
329,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM MITRA KELUARGA DEPOK,RUMAH SAKIT UMUM,B,2019
330,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM BHAYANGKARA BRIMOB,RUMAH SAKIT UMUM,C,2019
331,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK ASYIFA DEPOK,RUMAH SAKIT IBU DAN ANAK,C,2019
332,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM GRHA PERMATA IBU,RUMAH SAKIT UMUM,C,2019
333,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK SETYA BHAKTI,RUMAH SAKIT IBU DAN ANAK,C,2019
334,32,JAWA BARAT,3276,KOTA DEPOK,RS JANTUNG DIAGRAM,RUMAH SAKIT KHUSUS JANTUNG,C,2019
335,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM PERMATA DEPOK,RUMAH SAKIT UMUM,C,2019
336,32,JAWA BARAT,3276,KOTA DEPOK,RS UMUM CITRA MEDIKA DEPOK,RUMAH SAKIT UMUM,C,2019
337,32,JAWA BARAT,3276,KOTA DEPOK,RSU CITRA ARAFIQ,RUMAH SAKIT UMUM,BELUM DITETAPKAN,2019
338,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK BUNDA ALIYAH,RUMAH SAKIT IBU DAN ANAK,C,2019
339,32,JAWA BARAT,3276,KOTA DEPOK,RS IBU DAN ANAK BRAWIJAYA BOJONGSARI,RUMAH SAKIT IBU DAN ANAK,C,2019
340,32,JAWA BARAT,3276,KOTA DEPOK,RS UNIVERSITAS INDONESIA,RUMAH SAKIT UMUM,B,2019
341,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM DAERAH CIBABAT,RUMAH SAKIT UMUM,B,2019
342,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM TK II DUSTIRA,RUMAH SAKIT UMUM,B,2019
343,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM MITRA KASIH,RUMAH SAKIT UMUM,C,2019
344,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM MITRA ANUGRAH LESTARI,RUMAH SAKIT UMUM,C,2019
345,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM AVISENA,RUMAH SAKIT UMUM,D,2019
346,32,JAWA BARAT,3277,KOTA CIMAHI,RS UMUM KASIH BUNDA,RUMAH SAKIT UMUM,C,2019
347,32,JAWA BARAT,3277,KOTA CIMAHI,RS GIGI DAN MULUT PENDIDIKAN UNJANI,RUMAH SAKIT KHUSUS GIGI DAN MULUT,B,2019
348,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM DAERAH DR. SOEKARDJO,RUMAH SAKIT UMUM,B,2019
349,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM ISLAM HJ. SITI MUNIROH,RUMAH SAKIT UMUM,D,2019
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM JASA KARTINI,RUMAH SAKIT UMUM,C,2019
351,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM PRASETYA BUNDA,RUMAH SAKIT UMUM,D,2019
352,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM TASIK MEDIKA CITRATAMA (TMC),RUMAH SAKIT UMUM,C,2019
353,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM PERMATA BUNDA,RUMAH SAKIT UMUM,D,2019
354,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS BERSALIN UMMI,RUMAH SAKIT IBU DAN ANAK,C,2019
355,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS IBU DAN ANAK SAYANG BUNDA,RUMAH SAKIT IBU DAN ANAK,C,2019
356,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS IBU DAN ANAK WIDANINGSIH,RUMAH SAKIT IBU DAN ANAK,C,2019
357,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS IBU DAN ANAK DR. HJ. KARMINI EH,RUMAH SAKIT IBU DAN ANAK,C,2019
358,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS UMUM SYIFA MEDINA,RUMAH SAKIT UMUM,D,2019
359,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RS IBU DAN ANAK BUNDA AISYAH,RUMAH SAKIT IBU DAN ANAK,C,2019
360,32,JAWA BARAT,3279,KOTA BANJAR,RS UMUM DAERAH BANJAR,RUMAH SAKIT UMUM,B,2019
361,32,JAWA BARAT,3279,KOTA BANJAR,RS UMUM MITRA IDAMAN,RUMAH SAKIT UMUM,D,2019
362,32,JAWA BARAT,3279,KOTA BANJAR,RS UMUM BANJAR PATROMAN,RUMAH SAKIT UMUM,D,2019
363,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS PARU DR. M. GOENAWAN PARTOWIDIGDO,RUMAH SAKIT KHUSUS PARU,B,2020
364,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CIBINONG,RUMAH SAKIT UMUM,B,2020
365,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CIAWI,RUMAH SAKIT UMUM,B,2020
366,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM BINA HUSADA,RUMAH SAKIT UMUM,C,2020
367,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK CITRA INSANI,RUMAH SAKIT IBU DAN ANAK,C,2020
368,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM MARY CILEUNGSI HIJAU,RUMAH SAKIT UMUM,C,2020
369,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM MH. THAMRIN,RUMAH SAKIT UMUM,C,2020
370,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR MUHAMAD HASSAN TOTO,RUMAH SAKIT UMUM,C,2020
371,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM TRIMITRA,RUMAH SAKIT UMUM,C,2020
372,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM FAMILY MEDICAL CENTER,RUMAH SAKIT UMUM,C,2020
373,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH LEUWILIANG,RUMAH SAKIT UMUM,B,2020
374,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM CITAMA,RUMAH SAKIT UMUM,C,2020
375,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM ANNISA,RUMAH SAKIT UMUM,C,2020
376,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM SENTRA MEDIKA CIBINONG,RUMAH SAKIT UMUM,B,2020
377,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS SENTOSA,RUMAH SAKIT UMUM,C,2020
378,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CILEUNGSI,RUMAH SAKIT UMUM,C,2020
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR. SISMADI,RUMAH SAKIT UMUM,C,2020
380,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM HERMINA MEKARSARI,RUMAH SAKIT UMUM,C,2020
381,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK ASSALAM,RUMAH SAKIT IBU DAN ANAK,C,2020
382,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK KENARI GRAHA MEDIKA,RUMAH SAKIT IBU DAN ANAK,C,2020
383,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM PERMATA JONGGOL,RUMAH SAKIT UMUM,C,2020
384,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM KARYA BHAKTI PRATIWI,RUMAH SAKIT UMUM,C,2020
385,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM RUMAH SEHAT TERPADU DOMPET DHUAFA,RUMAH SAKIT UMUM,C,2020
386,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS EMC SENTUL,RUMAH SAKIT UMUM,B,2020
387,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM ASYSYIFAA,RUMAH SAKIT UMUM,D,2020
388,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK PERMATA PERTIWI,RUMAH SAKIT IBU DAN ANAK,C,2020
389,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS HARAPAN SEHATI,RUMAH SAKIT UMUM,C,2020
390,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS PENA 98,RUMAH SAKIT UMUM,C,2020
391,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS EKA HOSPITAL,RUMAH SAKIT UMUM,B,2020
392,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH SEKARWANGI,RUMAH SAKIT UMUM,B,2020
393,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH PALABUHANRATU,RUMAH SAKIT UMUM,C,2020
394,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH JAMPANG KULON,RUMAH SAKIT UMUM,C,2020
395,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM HERMINA,RUMAH SAKIT UMUM,C,2020
396,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM BETHA MEDIKA,RUMAH SAKIT UMUM,C,2020
397,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM BHAKTI MEDICARE,RUMAH SAKIT UMUM,C,2020
398,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM KARTIKA CIBADAK,RUMAH SAKIT UMUM,C,2020
399,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM SAGARANTEN,RUMAH SAKIT UMUM,D,2020
400,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH SAYANG,RUMAH SAKIT UMUM,B,2020
401,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH CIMACAN,RUMAH SAKIT UMUM,C,2020
402,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DR. HAFIZ,RUMAH SAKIT UMUM,C,2020
403,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH PAGELARAN,RUMAH SAKIT UMUM,D,2020
404,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS BHAYANGKARA CIANJUR,RUMAH SAKIT UMUM,D,2020
405,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH MAJALAYA,RUMAH SAKIT UMUM,B,2020
